Total duration: 53.5767s
File: /opt/conda/lib/python3.8/site-packages/torch/autograd/__init__.py
File duration: 31.3149s (58.45%)
Line #|      Hits|         Time| Time per hit|      %|Source code
(call)|       700|   0.00561309|   8.0187e-06|  0.01%|# /opt/conda/lib/python3.8/multiprocessing/connection.py:138 _check_readable
   214|       700|   0.00294852|  4.21218e-06|  0.01%|        if maxlength is not None and maxlength < 0:
   215|         0|            0|            0|  0.00%|            raise ValueError("negative maxlength")
   216|       700|   0.00916648|   1.3095e-05|  0.02%|        buf = self._recv_bytes(maxlength)
(call)|       700|     0.141005|  0.000201436|  0.26%|# /opt/conda/lib/python3.8/multiprocessing/connection.py:413 _recv_bytes
   217|       700|   0.00281286|  4.01837e-06|  0.01%|        if buf is None:
   218|         0|            0|            0|  0.00%|            self._bad_message_length()
   219|       700|   0.00410581|  5.86544e-06|  0.01%|        return buf.getvalue()
   220|         0|            0|            0|  0.00%|
   221|         0|            0|            0|  0.00%|    def recv_bytes_into(self, buf, offset=0):
   222|         0|            0|            0|  0.00%|        """
   223|         0|            0|            0|  0.00%|        Receive bytes data into a writeable bytes-like object.
   224|         0|            0|            0|  0.00%|        Return the number of bytes read.
   225|         0|            0|            0|  0.00%|        """
   226|         0|            0|            0|  0.00%|        self._check_closed()
   227|         0|            0|            0|  0.00%|        self._check_readable()
   228|         0|            0|            0|  0.00%|        with memoryview(buf) as m:
   229|         0|            0|            0|  0.00%|            # Get bytesize of arbitrary buffer
   230|         0|            0|            0|  0.00%|            itemsize = m.itemsize
   231|         0|            0|            0|  0.00%|            bytesize = itemsize * len(m)
   232|         0|            0|            0|  0.00%|            if offset < 0:
   233|         0|            0|            0|  0.00%|                raise ValueError("negative offset")
   234|         0|            0|            0|  0.00%|            elif offset > bytesize:
   235|         0|            0|            0|  0.00%|                raise ValueError("offset too large")
   236|         0|            0|            0|  0.00%|            result = self._recv_bytes()
   237|         0|            0|            0|  0.00%|            size = result.tell()
   238|         0|            0|            0|  0.00%|            if bytesize < offset + size:
   239|         0|            0|            0|  0.00%|                raise BufferTooShort(result.getvalue())
   240|         0|            0|            0|  0.00%|            # Message can fit in dest
   241|         0|            0|            0|  0.00%|            result.seek(0)
   242|         0|            0|            0|  0.00%|            result.readinto(m[offset // itemsize :
   243|         0|            0|            0|  0.00%|                              (offset + size) // itemsize])
   244|         0|            0|            0|  0.00%|            return size
   245|         0|            0|            0|  0.00%|
   246|         0|            0|            0|  0.00%|    def recv(self):
   247|         0|            0|            0|  0.00%|        """Receive a (picklable) object"""
   248|         0|            0|            0|  0.00%|        self._check_closed()
   249|         0|            0|            0|  0.00%|        self._check_readable()
   250|         0|            0|            0|  0.00%|        buf = self._recv_bytes()
   251|         0|            0|            0|  0.00%|        return _ForkingPickler.loads(buf.getbuffer())
   252|         0|            0|            0|  0.00%|
   253|       100|  0.000643969|  6.43969e-06|  0.00%|    def poll(self, timeout=0.0):
   254|         0|            0|            0|  0.00%|        """Whether there is any input available to be read"""
   255|       100|   0.00159216|  1.59216e-05|  0.00%|        self._check_closed()
(call)|       100|   0.00103307|  1.03307e-05|  0.00%|# /opt/conda/lib/python3.8/multiprocessing/connection.py:134 _check_closed
   256|       100|   0.00127935|  1.27935e-05|  0.00%|        self._check_readable()
(call)|       100|  0.000959158|  9.59158e-06|  0.00%|# /opt/conda/lib/python3.8/multiprocessing/connection.py:138 _check_readable
   257|       100|   0.00144339|  1.44339e-05|  0.00%|        return self._poll(timeout)
(call)|       100|     0.361938|   0.00361938|  0.68%|# /opt/conda/lib/python3.8/multiprocessing/connection.py:423 _poll
   258|         0|            0|            0|  0.00%|
   259|       200|  0.000919104|  4.59552e-06|  0.00%|    def __enter__(self):
   260|       200|   0.00084734|   4.2367e-06|  0.00%|        return self
   261|         0|            0|            0|  0.00%|
   262|       200|  0.000972986|  4.86493e-06|  0.00%|    def __exit__(self, exc_type, exc_value, exc_tb):
   263|       200|   0.00263953|  1.31977e-05|  0.00%|        self.close()
(call)|       200|    0.0107901|  5.39505e-05|  0.02%|# /opt/conda/lib/python3.8/multiprocessing/connection.py:173 close
   264|         0|            0|            0|  0.00%|
   265|         0|            0|            0|  0.00%|
   266|         0|            0|            0|  0.00%|if _winapi:
   267|         0|            0|            0|  0.00%|
   268|         0|            0|            0|  0.00%|    class PipeConnection(_ConnectionBase):
   269|         0|            0|            0|  0.00%|        """
   270|         0|            0|            0|  0.00%|        Connection class based on a Windows named pipe.
   271|         0|            0|            0|  0.00%|        Overlapped I/O is used, so the handles must have been created
   272|         0|            0|            0|  0.00%|        with FILE_FLAG_OVERLAPPED.
   273|         0|            0|            0|  0.00%|        """
   274|         0|            0|            0|  0.00%|        _got_empty_message = False
   275|         0|            0|            0|  0.00%|
   276|         0|            0|            0|  0.00%|        def _close(self, _CloseHandle=_winapi.CloseHandle):
   277|         0|            0|            0|  0.00%|            _CloseHandle(self._handle)
   278|         0|            0|            0|  0.00%|
   279|         0|            0|            0|  0.00%|        def _send_bytes(self, buf):
   280|         0|            0|            0|  0.00%|            ov, err = _winapi.WriteFile(self._handle, buf, overlapped=True)
   281|         0|            0|            0|  0.00%|            try:
   282|         0|            0|            0|  0.00%|                if err == _winapi.ERROR_IO_PENDING:
